"x","y","t"
17.3248691837536,-18.2383492939174,2022-09-11 02:09:20
17.1579845006345,-17.7536570968339,2022-09-11 03:12:03
19.0237249698257,-19.8593751519453,2022-09-11 04:14:38
18.9712354872609,-17.4680870035198,2022-09-11 05:07:09
16.511224330822,-17.7076249254635,2022-09-11 06:13:11
16.6042700495804,-18.0885939843953,2022-09-11 07:00:11
16.7759030360961,-19.1800324253505,2022-09-11 07:53:52
19.1184419661993,-19.6143442680594,2022-09-11 09:04:22
15.0952052716864,-17.0781395275146,2022-09-11 10:08:33
15.1452921709511,-18.9031739095459,2022-09-11 10:59:09
15.9357550062938,-15.9448369692778,2022-09-11 12:09:41
15.6932288836921,-17.1054251083406,2022-09-11 13:08:58
15.7022913425462,-17.251536106714,2022-09-11 14:02:12
18.4562803715933,-19.6804574311012,2022-09-11 15:01:11
18.76764862251,-19.9743000603514,2022-09-11 16:12:41
18.8502204722725,-19.9783418534789,2022-09-11 17:14:19
16.1274828978349,-17.1150635055499,2022-09-11 18:08:36
15.2259208391188,-16.3041875495808,2022-09-11 19:06:10
15.0544408535585,-18.0972660552477,2022-09-11 20:07:40
15.1153444588417,-18.0493041780777,2022-09-11 21:05:04
17.9067011378473,-19.0048196900636,2022-09-11 22:09:20
17.6224633349571,-18.9077548590722,2022-09-11 23:10:54
16.5103176434059,-19.8784819830209,2022-09-12 00:07:42
16.0044107293943,-19.2012909904122,2022-09-12 01:07:58
17.7680533634964,-17.5096876311814,2022-09-12 02:06:36
17.2893815251766,-18.7087674938142,2022-09-12 03:02:25
17.8057430869667,-18.7288044484798,2022-09-12 04:04:14
18.4312540349783,-18.8016549184686,2022-09-12 05:09:31
18.6058906198479,-19.1496929799672,2022-09-12 05:58:32
18.5799007716822,-19.3642612449126,2022-09-12 07:11:06
18.3524044968653,-19.5728619133355,2022-09-12 08:15:07
18.3708107240498,-19.6355110017117,2022-09-12 09:07:44
19.1703850943129,-19.3566504683578,2022-09-12 10:05:03
19.2169860229362,-19.1162508629961,2022-09-12 11:05:35
19.2591561354231,-18.788348579267,2022-09-12 12:14:49
18.6777655854356,-16.4616139008431,2022-09-12 13:05:03
17.6230210818583,-18.5040175479371,2022-09-12 14:05:21
18.9657508225646,-19.2963009474101,2022-09-12 15:01:50
19.0844601997407,-19.7487934909528,2022-09-12 16:14:05
17.6875622257823,-19.921664948226,2022-09-12 17:18:34
17.544528934476,-19.979633137607,2022-09-12 18:14:23
15.5475400482072,-15.8068104167236,2022-09-12 19:04:16
19.425369002996,-15.3102743525058,2022-09-12 20:21:54
19.5555430233479,-15.4244669500971,2022-09-12 21:01:35
19.4505144845461,-15.5043020382989,2022-09-12 22:18:55
19.4832050015917,-15.6144008450909,2022-09-12 22:56:38
15.1823009857209,-17.7527063380694,2022-09-13 00:05:24
15.9208680330077,-16.9472140113357,2022-09-13 01:08:41
19.2455559430178,-18.5466744352598,2022-09-13 02:05:50
18.609715581499,-19.8729721463751,2022-09-13 03:10:48
15.2835686274804,-19.9523236332694,2022-09-13 04:08:15
16.5925472389441,-17.8995953390142,2022-09-13 05:05:10
17.4309202859644,-16.8508499205112,2022-09-13 06:04:48
17.3607532072114,-16.1493947973708,2022-09-13 07:01:38
19.2918576411903,-18.9302587845596,2022-09-13 08:02:45
19.3651806092588,-19.0500848624855,2022-09-13 09:04:49
17.0455742203165,-17.0760621317197,2022-09-13 10:09:20
15.8404351431876,-16.7308277084259,2022-09-13 11:17:14
16.5438339668093,-16.2200700044399,2022-09-13 12:12:05
16.854038674687,-16.6608984848019,2022-09-13 13:10:04
17.1384722109651,-16.7552142582601,2022-09-13 14:08:26
18.0066165851895,-17.7038394126575,2022-09-13 15:07:24
15.8847087488743,-17.1991153547307,2022-09-13 16:09:07
19.9223932642955,-17.772204288491,2022-09-13 17:01:59
19.3413478794042,-18.5541087562218,2022-09-13 18:07:32
19.3525557919871,-19.6616447445005,2022-09-13 18:59:55
19.3300580297364,-19.746644602553,2022-09-13 20:05:50
16.0461242818274,-15.1597359363688,2022-09-13 21:06:58
16.0531891717808,-15.1161164931022,2022-09-13 22:09:30
16.4456574589945,-15.2443920680322,2022-09-13 23:06:38
18.9256728460314,-18.1778528287774,2022-09-14 00:08:51
17.9172141949413,-18.8514089981793,2022-09-14 00:57:21
17.467154369643,-19.980962526123,2022-09-14 02:14:43
15.869103343389,-16.8034673832124,2022-09-14 03:08:18
19.9525692162802,-16.0393478464335,2022-09-14 04:07:50
18.7912216678727,-17.0054902462754,2022-09-14 05:06:15
18.3855689994525,-18.7259185755858,2022-09-14 06:02:52
19.4494643577607,-19.4247292529559,2022-09-14 07:11:41
19.8221147735603,-19.3049641207792,2022-09-14 07:56:21
19.2068017651094,-18.1276292783674,2022-09-14 09:10:25
16.261749734357,-16.6718444484519,2022-09-14 10:10:16
16.8667395999189,-16.9469743878348,2022-09-14 11:11:32
16.6802501410013,-18.0193101666635,2022-09-14 11:58:28
16.9922227593837,-18.7654770985479,2022-09-14 13:14:02
16.9631071444368,-19.9508603527909,2022-09-14 14:11:19
16.7708141695941,-17.1420644201105,2022-09-14 15:00:22
17.4739342047134,-16.1285697532119,2022-09-14 15:58:59
17.5415568338009,-16.1632943839068,2022-09-14 17:09:50
19.029333088058,-19.9783175377175,2022-09-14 18:08:43
17.7597071697935,-18.2320618914207,2022-09-14 19:05:13
15.8398962121923,-18.2233241065871,2022-09-14 20:17:16
18.1221124129836,-19.4667075562058,2022-09-14 21:02:32
19.2937594741816,-18.309953740146,2022-09-14 22:05:46
18.5709904722404,-16.3908152098535,2022-09-14 23:12:13
17.4239145515487,-19.9633025008254,2022-09-15 00:04:36
15.9461141637526,-19.9735973492498,2022-09-15 01:10:54
15.7671222285833,-18.4558721633861,2022-09-15 02:01:09
15.9741180503275,-16.4143095489591,2022-09-15 03:01:18
15.6846951508429,-15.6456988113234,2022-09-15 04:15:35
17.2222491942113,-17.1842934687156,2022-09-15 05:03:27
17.9554520520847,-18.4703577538254,2022-09-15 06:06:55
17.656348561286,-17.809139961889,2022-09-15 06:53:45
17.0810749919154,-15.3279598902445,2022-09-15 08:09:41
15.710306525859,-16.5907652748283,2022-09-15 08:52:07
18.6215533258859,-19.2262038806686,2022-09-15 10:08:41
18.4362436800264,-19.5018273351481,2022-09-15 11:08:52
15.2394354345044,-18.5159547349904,2022-09-15 12:01:55
15.09209648408,-18.5418536271201,2022-09-15 13:11:05
15.1397439118242,-19.1002510576043,2022-09-15 14:14:00
15.0345393922413,-19.6470001379959,2022-09-15 15:03:53
18.6048450462287,-15.1516736250836,2022-09-15 16:09:12
16.456493596686,-15.2928179438459,2022-09-15 17:14:26
15.4693413886009,-16.3581355683273,2022-09-15 18:09:41
15.4237179463031,-17.014677771111,2022-09-15 19:13:15
15.5149259326514,-17.6551148658618,2022-09-15 20:02:52
15.7989405596862,-19.9494202828733,2022-09-15 21:08:42
16.4497785975691,-16.6749236238655,2022-09-15 22:10:02
16.4961665121838,-16.6052228683839,2022-09-15 23:10:16
17.2588083016919,-16.0360644593602,2022-09-16 00:02:12
17.7262206917861,-18.470104207471,2022-09-16 01:08:23
17.6660767177585,-18.4351208411623,2022-09-16 02:06:54
17.4913339699153,-16.2863230098039,2022-09-16 03:14:49
16.8820860923268,-15.4828894766746,2022-09-16 04:12:22
15.1559280321002,-15.1815556510352,2022-09-16 05:07:24
18.2296593421139,-19.3602429396706,2022-09-16 06:08:43
19.9830846695928,-19.2984452852048,2022-09-16 06:59:11
16.0843804594129,-16.3256202809978,2022-09-16 08:12:05
15.4641755262157,-17.6149880507961,2022-09-16 09:02:14
15.5690733877942,-17.7641102239722,2022-09-16 09:49:44
17.0559822438052,-19.7801377789583,2022-09-16 10:56:12
17.0369502862915,-19.7251657706685,2022-09-16 12:02:07
16.169521933794,-15.8849849249935,2022-09-16 13:03:16
16.1974310592283,-15.7735820295289,2022-09-16 14:07:43
18.5209228012711,-19.6312472163001,2022-09-16 15:07:48
18.7144884568173,-19.5428597690538,2022-09-16 16:02:06
19.1692976015387,-19.4745364456903,2022-09-16 17:07:02
19.0704453034094,-18.1258190571796,2022-09-16 18:06:47
18.4668206727132,-17.8450965425,2022-09-16 19:05:51
17.0137115589343,-18.8238263712265,2022-09-16 20:14:27
15.6815281021409,-19.9677569942782,2022-09-16 21:15:08
17.3896309727104,-16.3981989820022,2022-09-16 22:02:38
18.1960466522025,-16.4038099984871,2022-09-16 22:59:51
19.5285267695319,-15.5572090351954,2022-09-17 00:03:45
17.832672110456,-17.0655357477721,2022-09-17 01:07:53
17.6172072179383,-17.4331570975948,2022-09-17 02:09:11
15.1321767844958,-18.3086955157109,2022-09-17 03:07:46
15.0868191938382,-18.0987248192541,2022-09-17 04:03:30
15.050844223774,-17.8897522351705,2022-09-17 05:00:48
15.3554359814385,-17.7082540189382,2022-09-17 06:04:16
15.1484647673555,-16.1327267975546,2022-09-17 07:08:46
15.1445470295148,-15.9740531621035,2022-09-17 08:04:54
15.045498068328,-15.0618645465933,2022-09-17 09:08:53
15.0577796790749,-15.0948186505353,2022-09-17 10:05:29
15.839278264367,-15.0870597745758,2022-09-17 11:08:44
16.9866141221952,-16.3121547812596,2022-09-17 12:11:15
17.5358249199344,-16.2149390952894,2022-09-17 13:13:26
19.5961723008193,-16.1236024780432,2022-09-17 14:09:59
19.6557237120811,-16.112359014363,2022-09-17 14:54:54
19.0953043664107,-19.1537384140771,2022-09-17 16:07:35
18.9265102540608,-19.8853916881606,2022-09-17 17:01:09
18.4867632582085,-19.5338936383137,2022-09-17 17:59:02
18.0212531018071,-18.9526843449334,2022-09-17 19:15:30
17.4976363216527,-19.4082229219144,2022-09-17 20:02:42
15.0949039350031,-19.6410425497685,2022-09-17 21:00:00
15.0284538421547,-19.6490744302515,2022-09-17 22:02:07
18.8756070480915,-18.3516641825205,2022-09-17 23:09:59
19.2207426018314,-17.0357192418538,2022-09-18 00:12:56
19.6702958667651,-15.8841789968079,2022-09-18 01:02:59
18.5961281669093,-17.9955817302223,2022-09-18 02:01:00
19.6429226439679,-17.7299939368153,2022-09-18 03:18:12
17.8995162188541,-19.0879569647135,2022-09-18 04:04:51
17.2078295804793,-19.885679616686,2022-09-18 05:11:12
19.7030726468656,-16.5940753565636,2022-09-18 06:13:33
19.8374336326495,-16.7141204629326,2022-09-18 06:56:57
19.7173523285659,-18.9709220011486,2022-09-18 07:59:39
19.8354156603105,-19.6783664006041,2022-09-18 09:07:20
18.511776158819,-19.4042887901189,2022-09-18 10:10:11
18.1221828810172,-19.5713999410626,2022-09-18 11:13:57
18.1922830036376,-18.8769152521389,2022-09-18 12:05:58
18.0695621487685,-18.4078776740702,2022-09-18 13:01:40
16.8579342088429,-16.206468562712,2022-09-18 14:12:43
19.1524935573107,-19.0509565477725,2022-09-18 15:05:07
19.1228031232255,-19.0995843906887,2022-09-18 16:00:01
17.0687184013892,-17.8608386343578,2022-09-18 17:15:24
15.5975663583959,-17.3820359219797,2022-09-18 18:06:14
19.1336691155564,-19.3828985756729,2022-09-18 19:06:04
19.1218943293206,-18.2374419385334,2022-09-18 20:08:14
18.6342371144099,-16.6768204462947,2022-09-18 21:02:01
17.2243961536326,-16.0662524443353,2022-09-18 22:08:24
18.5433623927645,-17.5826548183104,2022-09-18 22:59:08
18.4003175063757,-19.871883674711,2022-09-18 23:51:53
19.6912248157896,-19.952579093352,2022-09-19 01:04:11
19.8479820810026,-19.8090976828942,2022-09-19 02:09:19
19.6274323243648,-18.3898020209977,2022-09-19 03:04:05
16.6421970453346,-17.353360008169,2022-09-19 04:06:28
16.5369632849004,-17.2251698330045,2022-09-19 05:05:41
16.5692463076441,-17.1399223121814,2022-09-19 06:02:10
15.6016442997148,-16.4741745291976,2022-09-19 06:58:42
15.7246000800049,-16.4686080459272,2022-09-19 08:17:06
16.0868425614899,-16.9746622269275,2022-09-19 09:15:37
15.9148734896444,-16.9912672264501,2022-09-19 10:01:17
15.4461993566249,-17.6283578202128,2022-09-19 11:08:32
15.4388340322999,-17.6965242519975,2022-09-19 12:02:42
19.6096910805209,-15.3721815894591,2022-09-19 13:08:26
19.5990797735751,-15.0288370800437,2022-09-19 14:09:09
16.1934996494092,-15.4066946475999,2022-09-19 15:01:10
17.1593534454703,-17.3242999165552,2022-09-19 16:07:29
18.8605244209524,-16.470660134335,2022-09-19 16:59:18
19.4651848557638,-15.5798976089805,2022-09-19 18:02:12
19.4031417318387,-15.3587715469534,2022-09-19 19:10:06
19.1478516011965,-18.3364941008855,2022-09-19 20:11:36
19.0683894609567,-19.6145591632463,2022-09-19 21:22:20
16.567017504503,-15.4649859988363,2022-09-19 22:02:39
17.2065171239432,-15.9531831177883,2022-09-19 22:57:36
17.44718713006,-15.9414212090662,2022-09-19 23:57:24
18.8958051096881,-19.944139606622,2022-09-20 01:06:05
18.947616607463,-19.942014038749,2022-09-20 02:11:21
19.4530354660936,-19.7472849893849,2022-09-20 03:00:17
19.4137117190985,-19.7794600313529,2022-09-20 04:03:22
19.1754293437116,-19.9294758871198,2022-09-20 05:16:47
19.1362442726037,-19.9292227280093,2022-09-20 05:58:27
16.7876646177378,-17.8915596499108,2022-09-20 07:09:14
15.5246380539611,-18.5997560215648,2022-09-20 08:14:15
16.780216374062,-17.3665812359191,2022-09-20 09:00:32
17.2929063682444,-16.2078198063886,2022-09-20 10:05:51
17.1659577772953,-19.1481476515764,2022-09-20 11:01:41
16.991183043737,-19.8522085943958,2022-09-20 11:55:17
17.0508562564617,-19.7708758375142,2022-09-20 12:58:36
15.6044631428551,-16.8803174719913,2022-09-20 14:03:08
15.6990114734741,-16.7927274963819,2022-09-20 15:10:35
15.7260807703016,-17.0921339862281,2022-09-20 16:03:18
15.4578362761764,-17.3575924313627,2022-09-20 17:03:10
15.663158362871,-16.8050903338706,2022-09-20 17:55:52
17.5714458059752,-16.1386929170461,2022-09-20 19:01:53
16.0351567541016,-15.700595391728,2022-09-20 20:08:21
16.1367190273711,-16.6291106468299,2022-09-20 21:02:53
17.8909247192787,-16.8571745429654,2022-09-20 22:00:57
18.0799121064367,-16.9886327258311,2022-09-20 23:03:15
18.4587198723806,-19.9270816762233,2022-09-21 00:06:45
19.7309345118469,-19.2052299965871,2022-09-21 01:04:38
19.6519992045592,-16.5589914037148,2022-09-21 02:03:43
18.4652852053987,-15.5457356581464,2022-09-21 02:58:31
18.7187703547068,-19.0848529669456,2022-09-21 04:05:33
17.3545121731237,-19.1129403478233,2022-09-21 05:06:40
15.9261168977013,-18.7090458755847,2022-09-21 06:15:33
17.2881318550324,-18.0883042393252,2022-09-21 07:10:38
17.982420189376,-18.2161540459609,2022-09-21 08:07:51
18.6138626404572,-19.4733829763019,2022-09-21 08:55:16
18.6690494699869,-19.62889787897,2022-09-21 10:07:33
16.8840785286156,-18.889859936852,2022-09-21 11:05:26
16.4819016962312,-16.7345972858602,2022-09-21 12:07:51
